Gm#,Date,,HomeTeam,AwayTeam,W/L,R,RA,Inn,HomeWL,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,HomeStreak,Orig. Scheduled,HomeGame,Index,year
88,202307061,boxscore,CHW,TOR,L,2,6,11,37-51,4, 8.5,Romano,Bummer,García,3:05,N,,.25,--,,True,1311,2023
89,202307062,boxscore,CHW,TOR,L,4,5,,37-52,4, 8.5,Jackson,Padilla,Pearson,2:33,N,"20,258",.21,---,,True,1312,2023
89,202307070,boxscore,NYY,CHC,L,0,3,,48-41,4, 8.0,Taillon,Rodón,Alzolay,2:15,N,"42,763",1.02,---,,True,1313,2023
89,202307070,boxscore,MIN,BAL,L,1,3,10,45-44,1,up 0.5,Bautista,Duran,,2:56,N,"32,724",1.06,-,,True,1314,2023
90,202307070,boxscore,MIA,PHI,L,3,4,,51-39,2, 9.5,Hoffman,Puk,Kimbrel,2:21,N,"13,850",1.10,--,,True,1315,2023
88,202307070,boxscore,SFG,COL,L,2,5,,47-41,3, 3.5,Gomber,Rogers,Bard,2:15,N,"33,886",1.31,-,,True,1316,2023
88,202307070,boxscore,WSN,TEX,L,2,7,,34-54,5, 25.5,Bradford,Williams,,2:27,N,"19,322",.02,-----,,True,1317,2023
89,202307070,boxscore,BOS,OAK,W,7,3,,46-43,5, 10.0,Pivetta,Long,,2:21,N,"31,157",.70,+++,,True,1318,2023
89,202307070,boxscore,HOU,SEA,L,1,10,,49-40,2, 3.0,Castillo,Brown,,2:39,N,"34,737",1.66,--,,True,1319,2023
88,202307070,boxscore,SDP,NYM,L,5,7,10,41-47,4, 9.5,Smith,Cosgrove,,3:27,N,"42,712",.40,-,,True,1320,2023
88,202307070,boxscore,CLE,KCR,W,3,0,,44-44,2, 0.5,Civale,Lynch,Clase,1:51,N,"29,990",.92,++,,True,1321,2023
88,202307070,boxscore,LAD,LAA,W,11,4,,50-38,2, 0.5,Gonsolin,Canning,,2:26,N,"52,214",1.40,+++,,True,1322,2023
89,202307070,boxscore,MIL,CIN,W,7,3,,48-41,2, 1.0,Burnes,Abbott,Williams,2:57,N,"30,970",1.53,++,,True,1323,2023
90,202307070,boxscore,CHW,STL,W,8,7,,38-52,4, 7.5,Middleton,Leahy,Graveman,2:57,N,"27,569",.16,+,,True,1324,2023
91,202307070,boxscore,TBR,ATL,L,1,2,,57-34,1,up 3.0,Morton,Glasnow,Iglesias,2:19,N,"25,025",.96,------,,True,1325,2023
89,202307070,boxscore,ARI,PIT,W,7,3,,51-38,1,up 0.5,Gallen,Hill,,2:41,N,"26,837",1.47,+,,True,1326,2023
87,202307070,boxscore,DET,TOR,L,2,12,,38-49,3, 6.0,Manoah,Faedo,,2:51,N,"30,029",.38,-,,True,1327,2023
91,202307080,boxscore,CHW,STL,L,0,3,,38-53,4, 8.0,Mikolas,Toussaint,Hicks,2:28,D,"26,560",.19,-,,True,1328,2023
90,202307080,boxscore,MIN,BAL,L,2,6,,45-45,2, 0.5,Wells,Gray,,2:27,D,"27,617",1.03,--,,True,1329,2023
90,202307080,boxscore,MIL,CIN,L,5,8,,48-42,2, 2.0,Sims,Peguero,Díaz,3:04,D,"39,124",1.56,-,,True,1330,2023
89,202307080,boxscore,SDP,NYM,W,3,1,,42-47,4, 9.5,Snell,Peterson,Hader,2:28,N,"42,647",.34,+,,True,1331,2023
92,202307080,boxscore,TBR,ATL,L,1,6,,57-35,1,up 2.0,Strider,Bradley,,2:46,N,"25,025",1.03,-------,,True,1332,2023
89,202307080,boxscore,SFG,COL,W,5,3,,48-41,3, 3.5,Wood,Seabold,Doval,2:38,D,"34,568",1.25,+,,True,1333,2023
90,202307080,boxscore,NYY,CHC,W,6,3,,49-41,3, 7.0,Cole,Smyly,King,2:27,D,"43,507",.99,+,,True,1334,2023
90,202307080,boxscore,BOS,OAK,W,10,3,,47-43,5, 9.0,Paxton,Pruitt,Walter,2:42,D,"34,087",.78,++++,,True,1335,2023
90,202307080,boxscore,ARI,PIT,W-wo,3,2,10,52-38,1,up 0.5,McGough,Bednar,,2:34,D,"31,801",1.47,++,,True,1336,2023
91,202307080,boxscore,MIA,PHI,W,5,3,,52-39,2, 9.5,Garrett,Suárez,Puk,2:35,D,"18,132",1.08,+,,True,1337,2023
88,202307080,boxscore,DET,TOR,W,2,0,,39-49,3, 5.5,Manning,Gausman,Lange,2:21,D,"30,621",.32,+,,True,1338,2023
90,202307080,boxscore,HOU,SEA,W,3,2,,50-40,2, 2.0,Neris,Muñoz,Pressly,2:46,N,"37,112",1.62,+,,True,1339,2023
89,202307080,boxscore,WSN,TEX,W,8,3,,35-54,5, 25.5,Irvin,Heaney,,2:12,D,"29,402",.01,+,,True,1340,2023
89,202307080,boxscore,LAD,LAA,W,10,5,,51-38,2, 0.5,Grove,Detmers,,2:34,N,"53,057",1.42,++++,,True,1341,2023
89,202307080,boxscore,CLE,KCR,W,10,6,,45-44,1,up 0.5,Williams,Singer,,2:54,D,"30,864",.99,+++,,True,1342,2023
91,202307090,boxscore,BOS,OAK,W,4,3,,48-43,5, 9.0,Martin,Waldichuk,Jansen,3:05,D,"35,460",.82,+++++,,True,1343,2023
90,202307090,boxscore,SFG,COL,W,1,0,,49-41,3, 2.5,Webb,Freeland,,1:56,D,"36,050",1.22,++,,True,1344,2023
89,202307090,boxscore,DET,TOR,L,3,4,10,39-50,3, 5.5,García,Cisnero,Romano,2:53,D,"30,077",.36,-,,True,1345,2023
90,202307090,boxscore,WSN,TEX,W,7,2,,36-54,5, 24.5,Corbin,Dunning,,2:25,D,"17,547",.01,++,,True,1346,2023
92,202307090,boxscore,CHW,STL,L,3,4,10,38-54,4, 8.0,Romero,Middleton,,2:43,D,"29,769",.16,--,,True,1347,2023
91,202307090,boxscore,ARI,PIT,L,2,4,,52-39,1, Tied,Bido,Davies,Bednar,2:23,D,"30,021",1.42,-,,True,1348,2023
90,202307090,boxscore,CLE,KCR,L,1,4,,45-45,1,up 0.5,Yarbrough,Bieber,Barlow,2:24,D,"25,911",1.02,-,,True,1349,2023
91,202307090,boxscore,HOU,SEA,L,1,3,,50-41,2, 2.0,Gilbert,Bielak,Sewald,2:28,D,"39,421",1.70,-,,True,1350,2023
92,202307090,boxscore,MIA,PHI,W,7,3,,53-39,2, 8.5,Luzardo,Nola,,2:22,D,"21,159",1.07,++,,True,1351,2023
91,202307090,boxscore,MIN,BAL,L,2,15,,45-46,2, 0.5,Gibson,Ryan,,2:57,D,"27,100",.99,---,,True,1352,2023
90,202307090,boxscore,SDP,NYM,W,6,2,,43-47,4, 8.5,Musgrove,Scherzer,,2:42,D,"42,745",.36,++,,True,1353,2023
93,202307090,boxscore,TBR,ATL,W,10,4,,58-35,1,up 2.0,Eflin,Elder,,2:29,D,"25,025",1.10,+,,True,1354,2023
91,202307090,boxscore,MIL,CIN,W,1,0,,49-42,2, 1.0,Miley,Lively,Williams,2:04,D,"32,848",1.49,+,,True,1355,2023
91,202307090,boxscore,NYY,CHC,L,4,7,,49-42,4, 8.0,Merryweather,Marinaccio,Alzolay,3:06,D,"43,761",1.03,-,,True,1356,2023
90,202307140,boxscore,BAL,MIA,W,5,2,,55-35,2, 1.5,Kremer,Alcantara,Bautista,2:33,N,"23,377",1.15,++++++,,True,1357,2023
92,202307140,boxscore,CIN,MIL,L,0,1,,50-42,1, Tied,Burnes,Ashcraft,Williams,2:32,N,"41,516",1.71,--,,True,1358,2023
91,202307140,boxscore,STL,WSN,L,5,7,10,38-53,5, 11.5,Finnegan,Hicks,Harvey,2:43,D,"42,042",,-,,True,1359,2023
91,202307140,boxscore,PIT,SFG,L,4,6,,41-50,4, 8.5,Llovera,Holderman,Doval,2:44,N,"33,813",.27,-,,True,1360,2023
91,202307140,boxscore,NYM,LAD,L,0,6,,42-49,4, 19.5,Urías,Verlander,,2:48,N,"40,503",.34,---,,True,1361,2023
93,202307140,boxscore,OAK,MIN,L,4,5,,25-68,5, 28.5,Jax,Fujinami,Duran,3:28,N,"7,923",.00,-----,,True,1362,2023
90,202307140,boxscore,CHC,BOS,L,3,8,,42-48,3, 7.0,Bello,Hendricks,Jansen,2:47,N,"37,597",.42,-,,True,1363,2023
90,202307140,boxscore,PHI,SDP,L,3,8,,48-42,3, 13.0,Darvish,Sánchez,Hader,2:56,N,"44,028",1.00,---,,True,1364,2023
90,202307140,boxscore,ATL,CHW,W,9,0,,61-29,1,up 9.5,Morton,Kopech,,2:32,N,"42,782",.43,+,,True,1365,2023
92,202307140,boxscore,TEX,CLE,W,12,4,,53-39,1,up 2.0,Burke,Hentges,,2:51,N,"33,863",1.63,+,,True,1366,2023
92,202307140,boxscore,COL,NYY,W,7,2,,35-57,5, 18.0,Gomber,Rodón,,2:18,N,"47,865",.01,+,,True,1367,2023
92,202307140,boxscore,TOR,ARI,W,7,2,,51-41,3, 6.5,Richards,Nelson,,2:55,N,"38,617",1.05,++,,True,1368,2023
92,202307140,boxscore,LAA,HOU,L,5,7,,45-47,4, 8.0,Maton,Ohtani,Pressly,3:11,N,"38,850",.87,------,,True,1369,2023
90,202307140,boxscore,SEA,DET,L,4,5,,45-45,3, 7.0,Rodriguez,Castillo,Lange,2:44,N,"39,014",.85,-,,True,1370,2023
93,202307150,boxscore,COL,NYY,L,3,6,,35-58,5, 19.0,Schmidt,Seabold,Holmes,2:36,N,"48,632",.00,-,,True,1371,2023
91,202307150,boxscore,ATL,CHW,L,5,6,,61-30,1,up 9.5,Lynn,Strider,Graveman,2:44,N,"43,344",.33,-,,True,1372,2023
93,202307150,boxscore,TOR,ARI,W,5,2,,52-41,3, 7.0,Bassitt,Gallen,García,2:36,D,"42,328",1.09,+++,,True,1373,2023
92,202307150,boxscore,NYM,LAD,L,1,5,,42-50,4, 19.5,Graterol,Ottavino,,2:51,N,"38,225",.28,----,,True,1374,2023
94,202307150,boxscore,OAK,MIN,L,7,10,,25-69,5, 29.5,Moran,Tarnok,Duran,3:06,D,"10,534",.00,------,,True,1375,2023
93,202307150,boxscore,CIN,MIL,L,0,3,,50-43,2, 1.0,Peralta,Abbott,Williams,2:33,N,"39,897",1.74,---,,True,1376,2023
92,202307150,boxscore,PIT,SFG,L,1,3,,41-51,4, 9.5,Rogers,Mlodzinski,Doval,2:25,N,"34,236",.22,--,,True,1377,2023
91,202307150,boxscore,SEA,DET,L,0,6,,45-46,3, 8.0,Lorenzen,Kirby,,2:22,N,"38,683",.74,--,,True,1378,2023
92,202307150,boxscore,STL,WSN,W,9,6,,39-53,5, 11.5,Hudson,Willingham,,2:58,N,"41,900",.08,+,,True,1379,2023
93,202307150,boxscore,TEX,CLE,W,2,0,,54-39,1,up 3.0,Heaney,Williams,Chapman,2:28,D,"37,730",1.58,++,,True,1380,2023
91,202307150,boxscore,BAL,MIA,W,6,5,,56-35,2, 2.0,Baumann,Brazoban,Bautista,2:55,N,"28,593",1.14,+++++++,,True,1381,2023
93,202307150,boxscore,LAA,HOU,W-wo,13,12,10,46-47,3, 8.0,Estévez,Maton,,3:31,N,"37,523",.74,+,,True,1382,2023
91,202307150,boxscore,CHC,BOS,W,10,4,,43-48,3, 7.0,Stroman,Paxton,,2:35,D,"40,224",.34,+,,True,1383,2023
91,202307151,boxscore,PHI,SDP,W,6,4,,49-42,3, 11.5,Strahm,Hill,Kimbrel,3:02,D,"43,712",1.02,+,,True,1384,2023
92,202307151,boxscore,KCR,TBR,L,1,6,,26-66,5, 21.0,Glasnow,Marsh,,2:24,D,"15,428",.00,-,,True,1385,2023
93,202307152,boxscore,KCR,TBR,L,2,4,,26-67,5, 21.0,Poche,Hernández,Fairbanks,2:20,N,"18,052",.00,--,,True,1386,2023
92,202307152,boxscore,PHI,SDP,W,9,4,,50-42,3, 11.5,Walker,Weathers,,3:10,N,"33,132",1.03,++,,True,1387,2023
93,202307160,boxscore,PHI,SDP,W-wo,7,6,12,51-42,3, 10.5,Hoffman,Hill,,3:30,D,"37,204",1.03,+++,,True,1388,2023
93,202307160,boxscore,NYM,LAD,W-wo,2,1,10,43-50,4, 18.5,Robertson,Robertson,,2:47,N,"34,805",.23,+,,True,1389,2023
95,202307160,boxscore,OAK,MIN,L,4,5,,25-70,5, 30.5,López,Erceg,Duran,2:48,D,"9,335",.00,-------,,True,1390,2023
94,202307160,boxscore,LAA,HOU,L,8,9,,46-48,4, 9.0,Montero,Barria,Maton,3:31,D,"34,679",.79,-,,True,1391,2023
94,202307160,boxscore,TEX,CLE,W,6,5,,55-39,1,up 3.0,Bradford,Stephan,Smith,2:43,D,"33,957",1.46,+++,,True,1392,2023
93,202307160,boxscore,PIT,SFG,L,4,8,10,41-52,4, 10.5,Walker,De Los Santos,,3:07,D,"21,642",.16,---,,True,1393,2023
94,202307160,boxscore,COL,NYY,W-wo,8,7,11,36-58,5, 18.0,Hollowell,Marinaccio,,3:38,D,"47,211",.00,+,,True,1394,2023
92,202307160,boxscore,CHC,BOS,L,5,11,,43-49,3, 8.0,Crawford,Steele,,2:39,D,"37,812",.41,-,,True,1395,2023
94,202307160,boxscore,CIN,MIL,L,3,4,,50-44,2, 2.0,Milner,Sims,Williams,2:52,D,"30,927",1.65,----,,True,1396,2023
94,202307160,boxscore,TOR,ARI,W,7,5,,53-41,3, 6.0,Jackson,Henry,Swanson,3:09,D,"41,794",1.05,++++,,True,1397,2023
92,202307160,boxscore,SEA,DET,W,2,0,,46-46,3, 8.0,Miller,Olson,Sewald,2:11,D,"32,368",.63,+,,True,1398,2023
93,202307160,boxscore,STL,WSN,W,8,4,,40-53,5, 11.5,Flaherty,Gray,,2:46,D,"42,626",.08,++,,True,1399,2023
94,202307160,boxscore,KCR,TBR,W,8,4,,27-67,5, 21.0,Singer,Eflin,,1:54,D,"15,632",.00,+,,True,1400,2023
92,202307160,boxscore,ATL,CHW,L,1,8,,61-31,1,up 9.5,Cease,Allard,,2:44,D,"40,174",.44,--,,True,1401,2023
92,202307160,boxscore,BAL,MIA,W,5,4,,57-35,2, 1.0,Bradish,Okert,Coulombe,2:44,D,"30,761",1.11,++++++++,,True,1402,2023
95,202307170,boxscore,KCR,DET,L,2,3,,27-68,5, 21.0,White,Clarke,Lange,2:36,N,"19,440",.00,-,,True,1403,2023
95,202307170,boxscore,LAA,NYY,W-wo,4,3,10,47-48,4, 9.0,Loup,Ramirez,,3:29,N,"41,180",.57,+,,True,1404,2023
96,202307170,boxscore,OAK,BOS,L,0,7,,25-71,5, 31.5,Pivetta,Blackburn,,2:37,N,"9,987",.00,--------,,True,1405,2023
95,202307170,boxscore,TEX,TBR,W-wo,3,2,,56-39,1,up 3.5,Chapman,Fairbanks,,2:07,N,"29,901",1.42,++++,,True,1406,2023
93,202307170,boxscore,BAL,LAD,L,4,6,,57-36,2, 1.0,Sheehan,Baker,Brasier,2:51,N,"21,956",1.09,-,,True,1407,2023
93,202307170,boxscore,SEA,MIN,W,7,6,,47-46,3, 8.0,Gilbert,Gray,Sewald,2:58,N,"25,770",.64,++,,True,1408,2023
94,202307170,boxscore,PIT,CLE,L,0,11,,41-53,4, 11.0,Kelly,Priester,,2:40,N,"20,080",.13,----,,True,1409,2023
95,202307170,boxscore,CIN,SFG,L,2,4,10,50-45,2, 2.5,Rogers,Gibaut,Doval,2:36,N,"19,229",,-----,,True,1410,2023
94,202307170,boxscore,STL,MIA,W,6,4,,41-53,4, 11.0,Mikolas,Floro,Hicks,2:48,N,"35,619",.10,+++,,True,1411,2023
93,202307170,boxscore,CHC,WSN,L,5,7,,43-50,3, 8.5,Gore,Smyly,Finnegan,2:44,N,"29,383",.37,--,,True,1412,2023
95,202307180,boxscore,COL,HOU,W,4,3,,37-58,5, 18.5,Abad,Brown,Lawrence,2:37,N,"43,871",.01,++,,True,1413,2023
94,202307180,boxscore,SEA,MIN,L,3,10,,47-47,3, 9.0,Ober,Woo,,3:02,N,"28,141",.69,-,,True,1414,2023
94,202307180,boxscore,NYM,CHW,W,11,10,,44-50,4, 17.5,Hartwig,Giolito,Robertson,3:28,N,"37,109",.24,++,,True,1415,2023
95,202307180,boxscore,STL,MIA,W-wo,5,2,10,42-53,4, 10.0,Romero,Puk,,2:55,N,"38,490",.11,++++,,True,1416,2023
94,202307180,boxscore,BAL,LAD,L,3,10,,57-37,2, 1.0,Grove,Wells,,3:18,N,"22,775",1.16,--,,True,1417,2023
95,202307180,boxscore,TOR,SDP,L,1,9,,53-42,3, 5.5,Musgrove,Manoah,,3:02,N,"42,680",1.11,-,,True,1418,2023
96,202307180,boxscore,CIN,SFG,L,10,11,,50-46,2, 2.5,Alexander,Farmer,Doval,3:30,N,"26,569",1.44,------,,True,1419,2023
94,202307180,boxscore,CHC,WSN,W,17,3,,44-50,3, 7.5,Fulmer,Willingham,,2:50,N,"28,636",.32,+,,True,1420,2023
94,202307180,boxscore,PHI,MIL,W,4,3,,52-42,2, 9.5,Nola,Teheran,Kimbrel,2:35,N,"35,302",1.07,++++,,True,1421,2023
95,202307180,boxscore,PIT,CLE,L,1,10,,41-54,5, 11.0,Allen,Keller,,2:15,N,"21,622",.10,-----,,True,1422,2023
96,202307180,boxscore,LAA,NYY,W,5,1,,48-48,3, 9.0,Sandoval,Germán,,2:16,N,"41,556",.59,++,,True,1423,2023
96,202307180,boxscore,KCR,DET,W,11,10,,28-68,5, 21.0,Lynch,Skubal,,2:28,N,"18,448",.00,+,,True,1424,2023
96,202307180,boxscore,TEX,TBR,W,5,3,,57-39,1,up 4.5,Eovaldi,Bradley,Smith,2:37,N,"34,677",1.34,+++++,,True,1425,2023
93,202307180,boxscore,ATL,ARI,L,13,16,,61-32,1,up 9.5,Castro,Iglesias,Ginkel,3:05,N,"41,100",.46,---,,True,1426,2023
97,202307180,boxscore,OAK,BOS,W,3,0,,26-71,5, 31.5,Medina,Jacques,May,2:15,N,"10,115",.00,+,,True,1427,2023
97,202307190,boxscore,TEX,TBR,W,5,1,,58-39,1,up 4.5,Burke,Littell,,2:38,D,"31,591",1.25,++++++,,True,1428,2023
95,202307190,boxscore,CHC,WSN,W,8,3,,45-50,3, 7.5,Merryweather,Thompson,,2:55,N,"28,197",.36,++,,True,1429,2023
94,202307190,boxscore,ATL,ARI,L,3,5,,61-33,1,up 9.5,Nelson,Morton,Ginkel,2:26,N,"41,992",.54,----,,True,1430,2023
95,202307190,boxscore,PHI,MIL,L,3,5,,52-43,2, 9.5,Milner,Hoffman,Williams,2:40,N,"33,753",1.16,-,,True,1431,2023
96,202307190,boxscore,TOR,SDP,L,0,2,,53-43,3, 5.5,Darvish,Berríos,Hader,2:47,N,"42,948",1.11,--,,True,1432,2023
95,202307190,boxscore,SEA,MIN,L,3,6,,47-48,4, 10.0,Pagán,Muñoz,Duran,2:42,N,"25,825",.63,--,,True,1433,2023
96,202307190,boxscore,STL,MIA,W,6,4,,43-53,4, 10.0,Thompson,Alcantara,Stratton,2:44,D,"35,906",.14,+++++,,True,1434,2023
97,202307190,boxscore,LAA,NYY,W,7,3,,49-48,3, 9.0,Silseth,Rodón,,2:54,D,"39,141",.71,+++,,True,1435,2023
95,202307190,boxscore,NYM,CHW,W,5,1,,45-50,4, 16.5,Verlander,Toussaint,,2:06,N,"34,873",.26,+++,,True,1436,2023
98,202307190,boxscore,OAK,BOS,W,6,5,,27-71,5, 31.5,Felipe,Bello,May,2:43,D,"15,023",.00,++,,True,1437,2023
97,202307190,boxscore,KCR,DET,L,2,3,,28-69,5, 22.0,Rodriguez,Yarbrough,Lange,2:12,N,"17,903",.00,-,,True,1438,2023
95,202307190,boxscore,BAL,LAD,W,8,5,,58-37,1, Tied,Coulombe,Urías,Bautista,2:37,D,"22,248",1.17,+,,True,1439,2023
96,202307190,boxscore,COL,HOU,L,1,4,,37-59,5, 18.5,Bielak,Gomber,,2:38,D,"36,937",.01,-,,True,1440,2023
97,202307190,boxscore,CIN,SFG,W,3,2,,51-46,2, 2.5,Ashcraft,Stripling,Díaz,2:10,N,"19,205",1.35,+,,True,1441,2023
96,202307190,boxscore,PIT,CLE,W,7,5,,42-54,5, 11.0,Borucki,Hentges,Bednar,2:38,D,"26,541",.09,+,,True,1442,2023
97,202307200,boxscore,TOR,SDP,W,4,0,,54-43,3, 5.5,Bassitt,Snell,,2:53,D,"43,196",1.14,+,,True,1443,2023
96,202307200,boxscore,SEA,MIN,W,5,0,,48-48,4, 9.5,Kirby,López,,2:35,D,"29,443",.55,+,,True,1444,2023
96,202307200,boxscore,NYM,CHW,L,2,6,,45-51,4, 17.5,Kopech,Quintana,,2:37,D,"34,751",.33,-,,True,1445,2023
99,202307200,boxscore,OAK,HOU,L,1,3,,27-72,5, 32.0,France,Harris,Pressly,2:12,N,"4,757",.00,-,,True,1446,2023
98,202307200,boxscore,KCR,DET,L,0,3,,28-70,5, 22.0,Lorenzen,Greinke,Foley,2:07,D,"11,478",.00,--,,True,1447,2023
95,202307200,boxscore,ATL,ARI,W,7,5,,62-33,1,up10.5,Yates,Castro,Iglesias,2:29,D,"38,791",.57,+,,True,1448,2023
96,202307200,boxscore,CHC,STL,L,2,7,,45-51,3, 8.5,Matz,Stroman,,2:58,N,"34,251",.39,-,,True,1449,2023
98,202307200,boxscore,CIN,SFG,W,5,1,,52-46,2, 2.5,Abbott,Cobb,,2:17,D,"27,829",1.29,++,,True,1450,2023
100,202307200,boxscore,TBR,BAL,L,3,4,10,60-40,2, 1.0,Bautista,Stephenson,,2:49,N,"20,203",1.70,-----,,True,1451,2023
96,202307200,boxscore,PHI,MIL,L,0,4,,52-44,2, 10.5,Burnes,Walker,,2:23,D,"38,276",1.13,--,,True,1452,2023
100,202307210,boxscore,OAK,HOU,L,4,6,,27-73,5, 32.0,Valdez,Sears,Pressly,2:40,N,"6,810",.00,--,,True,1453,2023
98,202307210,boxscore,LAA,PIT,W,8,5,,50-48,3, 8.0,Ohtani,Oviedo,Estévez,2:35,N,"40,309",.71,++++,,True,1454,2023
98,202307210,boxscore,TEX,LAD,L,5,11,,58-40,1,up 3.0,Brasier,Speas,,3:21,N,"39,808",1.18,-,,True,1455,2023
97,202307210,boxscore,SEA,TOR,W-wo,3,2,,49-48,4, 8.5,Sewald,Romano,,2:57,N,"42,352",.67,++,,True,1456,2023
97,202307210,boxscore,WSN,SFG,W,5,3,,39-58,5, 24.5,Irvin,Wood,Finnegan,2:24,N,"26,062",.01,+,,True,1457,2023
98,202307210,boxscore,NYY,KCR,W,5,4,,51-47,4, 8.5,Schmidt,Marsh,Holmes,2:22,N,"46,242",.69,+,,True,1458,2023
98,202307210,boxscore,BOS,NYM,L,4,5,,51-47,4, 8.5,Hartwig,Crawford,Robertson,2:57,D,"37,035",,---,,True,1459,2023
99,202307210,boxscore,CIN,ARI,W,9,6,,53-46,2, 1.5,Young,Henry,Díaz,3:06,N,"31,824",1.33,+++,,True,1460,2023
97,202307210,boxscore,CLE,PHI,W,6,5,,48-49,2, 2.0,Stephan,Suárez,Clase,2:54,N,"38,260",.85,+,,True,1461,2023
98,202307210,boxscore,MIL,ATL,L,4,6,,54-44,1,up 1.5,Soroka,Peralta,Yates,2:32,N,"37,698",1.39,-,,True,1462,2023
97,202307210,boxscore,DET,SDP,L,4,5,,44-53,3, 6.0,Lugo,Olson,Hader,2:33,N,"28,834",.48,-,,True,1463,2023
99,202307210,boxscore,MIN,CHW,W,9,4,,51-48,1,up 2.0,Ryan,Lynn,,2:20,N,"31,339",1.06,+,,True,1464,2023
97,202307210,boxscore,CHC,STL,W,4,3,,46-51,3, 7.5,Steele,Flaherty,Alzolay,2:48,D,"38,819",.33,+,,True,1465,2023
101,202307210,boxscore,TBR,BAL,W,3,0,,61-40,1, Tied,Eflin,Bradish,Fairbanks,2:09,N,"19,703",1.74,+,,True,1466,2023
99,202307210,boxscore,MIA,COL,L,1,6,,53-46,2, 11.5,Lambert,Garrett,,2:40,N,"14,092",1.01,-------,,True,1467,2023
99,202307220,boxscore,NYY,KCR,W,5,2,,52-47,4, 8.5,Peralta,Hernández,Holmes,2:33,D,"44,401",.73,++,,True,1468,2023
99,202307220,boxscore,LAA,PIT,L,0,3,,50-49,4, 8.0,Bido,Detmers,Bednar,2:46,N,"37,240",.75,-,,True,1469,2023
98,202307220,boxscore,CHC,STL,W,8,6,,47-51,3, 7.5,Palencia,Thompson,Alzolay,3:15,D,"40,425",.40,++,,True,1470,2023
98,202307220,boxscore,SEA,TOR,W,9,8,,50-48,3, 7.5,Campbell,Pearson,Topa,2:54,D,"44,921",.70,+++,,True,1471,2023
102,202307220,boxscore,TBR,BAL,L,5,6,,61-41,2, 1.0,Pérez,Fairbanks,Bautista,2:56,D,"25,025",1.78,-,,True,1472,2023
99,202307220,boxscore,BOS,NYM,W,8,6,,52-47,4, 8.5,Paxton,Scherzer,Jansen,2:39,N,"36,505",.82,+,,True,1473,2023
98,202307220,boxscore,DET,SDP,L,3,14,,44-54,3, 7.0,Wolf,Englert,,2:47,N,"31,974",.39,--,,True,1474,2023
98,202307220,boxscore,WSN,SFG,W,10,1,,40-58,5, 23.5,Gray,Webb,,2:24,N,"32,504",.01,++,,True,1475,2023
99,202307220,boxscore,MIL,ATL,W,4,3,,55-44,1,up 1.5,Payamps,Jiménez,Williams,2:32,N,"39,707",1.37,+,,True,1476,2023
100,202307220,boxscore,CIN,ARI,W,4,2,,54-46,2, 1.5,Williamson,Pfaadt,Díaz,2:20,D,"40,625",1.41,++++,,True,1477,2023
99,202307220,boxscore,TEX,LAD,L,3,16,,58-41,1,up 3.0,Miller,Dunning,,2:50,D,"40,738",1.34,--,,True,1478,2023
100,202307220,boxscore,MIA,COL,L,3,4,,53-47,2, 11.5,Bard,Scott,Lawrence,2:35,D,"15,226",.99,--------,,True,1479,2023
101,202307220,boxscore,OAK,HOU,W,4,1,,28-73,5, 31.0,Pruitt,Javier,May,2:57,N,"14,507",.00,+,,True,1480,2023
98,202307220,boxscore,CLE,PHI,W,1,0,,49-49,2, 2.0,Bibee,Wheeler,Clase,2:15,N,"37,937",.86,++,,True,1481,2023
100,202307220,boxscore,MIN,CHW,W,3,2,,52-48,1,up 2.0,Balazovic,Middleton,Duran,2:39,N,"30,894",1.11,++,,True,1482,2023
99,202307230,boxscore,WSN,SFG,W,6,1,,41-58,5, 23.5,Gore,Alexander,,2:28,D,"23,404",.01,+++,,True,1483,2023
101,202307230,boxscore,MIA,COL,W-wo,3,2,10,54-47,2, 11.5,Brazoban,Johnson,,2:49,D,"14,613",1.00,+,,True,1484,2023
99,202307230,boxscore,CLE,PHI,L,5,8,10,49-50,2, 3.0,Kimbrel,Herrin,Marte,3:10,D,"31,806",.90,-,,True,1485,2023
99,202307230,boxscore,CHC,STL,W,7,2,,48-51,3, 6.5,Taillon,Montgomery,,2:33,D,"38,223",.45,+++,,True,1486,2023
100,202307230,boxscore,BOS,NYM,W,6,1,,53-47,4, 8.5,Murphy,Carrasco,,2:52,N,"35,619",.89,++,,True,1487,2023
99,202307230,boxscore,DET,SDP,W,3,1,,45-54,3, 7.0,Faedo,Musgrove,Lange,2:26,D,"24,523",.27,+,,True,1488,2023
99,202307230,boxscore,SEA,TOR,L,3,4,,50-49,4, 8.5,Mayza,Woo,Romano,2:59,D,"42,430",.80,-,,True,1489,2023
103,202307230,boxscore,TBR,BAL,L,3,5,,61-42,2, 2.0,Baumann,Poche,Bautista,2:48,D,"23,440",1.81,--,,True,1490,2023
101,202307230,boxscore,CIN,ARI,W,7,3,,55-46,2, 0.5,Law,Gilbert,Sims,2:45,D,"30,811",1.48,+++++,,True,1491,2023
100,202307230,boxscore,NYY,KCR,W,8,5,,53-47,4, 8.5,Severino,Lyles,,2:47,D,"44,130",.84,+++,,True,1492,2023
102,202307230,boxscore,OAK,HOU,L,2,3,,28-74,5, 32.0,Neris,Smith,Abreu,2:36,D,"11,231",.00,-,,True,1493,2023
